0.24608,0.21541,-0.1345,-0.1374,0.067378,-0.43754,0.15752,0.072048
-0.13429,0.02995,0.05549,-0.14073,-0.039799,0.078034,0.07751,-0.30552
-0.080833,-0.15247,0.072968,0.072174,-0.15223,-0.19867,0.073227,-0.055668
-0.075652,0.10677,0.24604,0.081942,-0.084869,-0.064162,-0.071666,-0.04055
-0.074943,0.084164,0.24456,-0.047036,-0.0029479,0.036939,0.048406,-0.12832
-0.090989,0.14775,-0.24344,-0.16198,-0.26322,0.022212,-0.083601,-0.324
0.19877,0.080863,0.02088,-0.0002019,0.0049738,-0.058593,-0.030774,-0.099486
-0.13121,0.27962,-0.14681,-0.20151,0.15418,-0.30385,-0.25619,0.026521
0.076656,-0.07928,0.055037,-0.080081,-0.1105,-0.26647,-0.31139,0.10085
0.12149,0.16921,0.075693,0.14177,0.28688,-0.18896,0.068864,0.01264
0.16812,-0.083229,0.21461,-0.098246,-0.16988,-0.09477,0.069238,0.00080382
-0.027061,-0.14876,0.30267,0.14215,0.12757,-0.01189,0.15066,0.11745
0.037982,-0.022508,0.19046,0.010486,-0.12646,-0.21322,0.10668,-0.11334
0.15423,0.23247,-0.1869,-0.18244,0.20194,-0.51662,-0.0090797,-0.061001
0.062266,0.35595,0.16798,0.10725,0.0084134,0.055934,0.03623,0.014545
-0.13668,-0.34049,0.021164,-0.023839,0.033309,0.049635,0.043452,-0.082805
-0.067502,-0.017601,0.19353,-0.070804,0.045157,-0.18774,0.080474,-0.10079
0.035874,0.017904,0.017761,0.069805,0.15998,-0.036926,-0.028423,-0.10928
-0.079507,-0.26477,-0.25712,0.05752,-0.24521,0.0072341,0.035599,0.19408
0.12993,-0.052259,-0.13548,0.088389,0.095087,0.23757,0.29268,-0.030316
0.0055652,-0.18904,0.22483,-0.38915,-0.22661,-0.024225,0.043674,0.11488
0.17609,0.00039526,0.17214,-0.15635,-0.043331,0.13532,-0.2962,0.12548
0.042877,-0.063244,0.18236,0.15928,0.041409,-0.16537,0.040788,-0.035826
-0.089672,0.071412,0.067781,-0.12404,-0.16734,-0.19778,-0.061308,0.2059
