0.24564,0.67936,-0.0919,-0.23976,0.045394,0.10365
0.44811,1.0123,0.24144,-0.30993,-0.10575,0.14394
0.12052,0.23388,0.22869,0.14612,0.30454,-0.012334
0.56514,0.35464,-0.033093,-0.11629,0.027987,-0.19487
0.50068,0.79618,-0.21936,0.038463,0.089019,-0.34569
0.40296,0.13013,0.17183,-0.24739,0.19763,-0.26506
-0.18684,0.052536,-0.43207,-0.053486,-0.014083,0.25793
0.15763,0.28269,0.23958,-0.18514,-0.004564,-0.15546
0.29497,0.24489,-0.17232,-0.0098915,0.060333,0.21285
0.38737,0.18813,0.044361,-0.16623,-0.17652,-0.01823
0.13917,0.56452,-0.027034,0.087277,-0.23002,-0.26802
0.0092954,0.79972,0.16493,0.07228,-0.0029329,0.2025
0.23642,-0.21243,0.31906,0.11769,-0.30084,0.21748
