-0.24756,-0.16865,-0.18826,-0.2327,0.16206,0.7225
0.21544,0.1636,0.069189,-0.18423,0.33044,0.55862
0.053739,-0.45065,0.013524,-0.30214,0.20681,0.75256
-0.040037,-0.15685,0.077017,0.061307,-0.19004,-0.17758
-0.10561,0.057719,-0.38623,0.0011483,-0.35052,-0.41119
-0.38061,-0.18314,-0.00058496,-0.10973,0.34874,-0.079936
0.034564,-0.25731,-0.14901,-0.1058,0.27361,-0.0085733
0.053197,-0.11812,-0.16896,-0.074576,-0.15861,0.19481
-0.11047,-0.057012,0.0016558,-0.68674,-0.25988,0.20102
-0.14917,-0.017315,-0.071554,-0.28942,0.12401,0.17603
-0.005753,0.07983,0.067948,0.0084425,-0.14511,0.14072
-0.34754,-0.50573,0.014111,-0.16034,0.032294,0.91871
0.018717,-0.29953,0.12261,-0.27389,0.32791,0.59107
