0.13359,-0.067614,-0.1015,0.008983,-0.28111,-0.13532
0.20896,0.04179,-0.081544,0.11052,-0.11255,-0.15255
0.34662,0.25178,0.080606,-0.31094,0.17815,-0.29777
0.069433,-0.15773,-0.2132,0.060744,0.063454,0.043284
-0.077919,0.14964,-0.44301,0.27898,-0.18152,0.097257
-0.13316,-0.17421,0.060683,0.16169,-0.071174,0.29533
0.36332,-0.0068899,-0.098874,-0.0077316,0.020609,0.1427
0.087928,-0.23175,-0.017608,-0.1043,-0.052101,-0.087804
-0.10513,-0.044598,0.013788,-0.034797,-0.021389,0.094362
0.13805,0.16149,-0.018206,0.043696,0.026428,-0.086174
0.23619,-0.086925,-0.14265,-0.26564,0.11377,0.27643
0.1759,0.17714,0.087819,-0.13539,-0.30863,0.24529
0.082917,0.16349,0.032026,0.022329,-0.13694,0.0036927
