-0.24164,0.090904,-0.18099,-0.14493,0.007841,-0.45163
0.23634,-0.10344,0.014242,-0.26694,-0.27516,-0.12625
-0.042417,-0.66355,0.097902,-0.48545,-0.014128,0.19543
0.028908,-0.51335,0.060302,-0.28492,-0.091362,-0.095246
-0.11188,0.31665,-0.15828,-0.017064,-0.057375,-0.23501
0.14086,-0.20922,-0.099154,-0.10978,-0.062468,-0.19692
0.38551,0.29963,-0.26564,0.12476,0.035645,-0.0091391
0.25581,-1.1202,-0.3315,0.31285,-0.2934,-0.25581
-0.14381,0.23969,0.011933,-0.069568,-0.099632,-0.29964
0.060031,0.1294,0.1277,-0.063203,-0.06287,-0.16114
0.055744,0.22989,-0.00072126,0.080444,-0.17755,-0.031689
-0.044912,-0.12284,-0.15805,-0.078065,0.055776,-0.041002
0.040191,-0.012716,-0.027081,-0.13441,-0.43023,0.13048
