0.2215,0.75738,-0.068585,-0.27822,0.065029,0.094614
0.48832,0.92221,0.42886,-0.32297,-0.080989,0.054567
-0.040727,0.25702,0.28031,0.1195,0.19594,0.025365
0.58006,0.47746,-0.029315,-0.023191,-0.025957,-0.15279
0.48656,0.73974,-0.42681,0.11004,0.04329,-0.17457
0.55379,-0.047439,0.27175,-0.31561,0.17157,-0.1842
0.082747,0.030541,-0.36133,-0.025596,-0.12557,0.20693
0.2638,0.50848,0.34264,-0.14179,-0.10679,-0.14245
0.20448,0.18615,-0.15646,0.13448,0.10082,0.262
0.39227,0.26329,0.057014,0.008258,-0.1706,-0.082733
0.18168,0.52213,0.15056,0.15674,-0.13382,-0.23855
0.01514,0.79025,0.20388,0.26233,-0.070769,0.079337
0.26752,-0.15291,0.34577,0.19882,-0.24777,0.12713
