-0.042291,-0.060674,0.047284,0.080317,0.028265,-0.13112
0.1141,0.5114,0.45241,0.30644,0.34347,0.33326
0.23011,0.047983,0.34106,-0.03888,0.15112,0.11875
0.11991,0.56957,0.26736,0.34162,0.057447,0.075899
0.50599,0.64966,0.52398,0.68446,0.43292,0.52383
0.21554,0.03873,-0.006663,0.13397,0.0016435,0.31235
0.54538,0.022278,0.14824,0.017779,0.17591,0.027102
0.17672,0.16581,-0.058992,0.44262,0.13013,0.36245
0.037603,0.066714,0.070666,0.077625,0.17431,0.056404
0.085692,0.11497,0.079756,0.10636,0.089295,-0.057312
0.13827,0.3783,0.209,0.097733,0.22149,0.43423
0.023151,0.51782,0.18344,0.33933,0.26889,0.33395
0.051562,0.12808,0.48182,0.5336,0.14705,0.24949
