-0.12164,-0.094933,0.078509,-0.012431,-0.11579,0.013134
0.091997,-0.1159,0.25227,0.24092,0.23777,0.22325
0.065561,-0.27296,0.15522,0.072628,0.1558,0.14432
-0.046304,-0.0096459,0.011737,-0.0486,0.0045425,0.020963
0.12899,0.039053,0.37436,0.30163,0.40244,0.36649
-0.26597,-0.089503,0.13751,0.18032,0.11522,0.191
0.22399,0.16761,0.19426,-0.08626,0.30008,0.04027
0.18969,-0.11581,0.028709,0.16091,0.16258,0.075334
0.084162,-0.015586,0.24858,0.13831,0.29947,0.079506
-0.066332,-0.036276,0.078475,0.13534,0.079366,-0.10242
-0.17442,0.13165,0.1181,0.098921,0.18896,0.033727
-0.037355,-0.014939,0.17619,0.1546,0.1391,0.038997
0.037698,-0.25189,0.30329,0.17469,-0.031148,0.20498
