0.29063,0.035783,-0.21917,0.31475,0.11149,0.53362
0.36875,0.97578,0.38448,0.77415,0.57943,0.28437
0.54559,0.55392,0.44265,-0.18927,0.20091,0.17026
0.41819,0.86759,0.5649,0.82311,0.17108,0.44949
0.39592,0.042899,0.47397,0.7026,0.36173,0.58587
0.39727,0.65097,-0.16769,0.65575,0.46732,0.52696
0.6602,0.61198,0.33346,0.66853,0.19819,0.18878
0.099473,0.16798,0.005111,0.89356,0.2206,0.55685
0.21269,-0.17098,-0.084235,-0.11822,0.25159,0.19578
0.29796,0.33627,-0.12546,0.19235,-0.029629,0.021747
0.24038,0.29669,0.31636,0.14778,-0.044997,0.069121
0.27894,0.71083,0.4061,0.42128,0.55646,-0.44061
-0.30191,-0.032665,0.46645,0.48793,-0.080499,0.35799
