0.24182,0.064297,-0.13652,0.19736,0.16353,-0.013212
0.42289,0.4322,0.42039,0.45537,0.27834,0.5079
0.46299,0.32652,0.29194,0.12014,0.079771,0.015624
0.14916,0.38753,0.39023,0.63336,0.23556,0.36267
0.30564,0.43833,0.59807,0.5885,0.17737,0.23404
0.15263,0.13893,0.25123,0.29937,0.13923,0.47674
0.50444,0.21017,0.20624,0.48075,0.18884,-0.19376
0.24124,-0.013661,-0.21158,0.31603,0.26525,0.12371
0.0021994,0.35819,0.073639,0.16361,0.14937,0.18121
0.32154,0.36827,0.074981,0.61242,-0.084354,-0.068039
0.27014,0.19058,0.32248,0.1773,0.086207,0.31654
0.37192,0.3655,0.48406,0.54492,0.4053,0.36453
0.42167,0.60528,0.49797,0.72118,0.20302,0.42786
