0.39894,0.76998,-0.14001,-0.28544,-0.27284,0.70333
0.31434,0.55078,0.17594,-0.050766,0.052897,0.032952
-0.11933,0.24789,-0.11321,-0.085717,0.082522,0.21782
0.4405,0.63219,0.066226,0.16632,-0.016462,-0.14287
0.58145,0.57308,-0.27111,0.0082654,-0.021152,-0.17305
0.69723,0.073373,-0.15181,-0.61441,-0.29653,-0.012927
-0.18497,0.2666,-0.35539,-0.11125,-0.29532,0.029908
0.35698,0.10514,0.11663,-0.10585,-0.068711,-0.051085
0.12007,-0.010219,-0.0057905,0.077162,-0.094524,0.21903
-0.15705,0.18522,-0.083414,-0.054545,0.076461,-0.12976
-0.047803,0.027765,0.12746,0.088318,0.18053,-0.070214
0.27797,0.86396,-0.092181,0.2544,0.052636,0.2445
0.41976,0.41434,0.003192,0.20061,-0.17095,0.19104
