-0.16486,0.058956,-0.25234,-0.3198,0.2022,0.40237
0.095444,-0.16458,-0.28245,-0.043121,0.37651,0.24382
0.11555,-0.083597,-0.25327,-0.24191,0.24726,0.37568
-0.078788,0.096297,-0.091257,-0.20308,0.30585,-0.054267
0.044465,0.070337,-0.031763,-0.052925,-0.20854,-0.4182
-0.16445,-0.054728,0.026748,0.055665,0.29669,-0.16152
-0.0023514,-0.071148,-0.28326,-0.050205,0.17709,-0.11061
0.073942,-0.079053,-0.21603,-0.028523,-0.31533,0.016835
-0.04605,-0.174,-0.13119,-0.4217,-0.11589,0.1841
-0.20724,0.02351,0.11524,-0.087127,0.038375,0.10643
0.042707,-0.075348,0.10122,-0.084821,-0.1824,0.23347
-0.29834,-0.29603,-0.038223,0.0024338,0.17757,0.58487
0.11004,0.04913,-0.014611,-0.0088843,0.25755,0.3259
